-10.500000,38.500000
-10.185593,38.072250
-9.879794,37.651451
-9.582500,37.237495
-9.293601,36.830311
-9.012990,36.429810
-8.740561,36.035904
-8.476200,35.648495
-8.219808,35.267502
-7.971271,34.892841
-7.730484,34.524422
-7.497337,34.162148
-7.271722,33.805939
-7.053535,33.455711
-6.842669,33.111370
-6.639010,32.772835
-6.442452,32.439999
-6.252892,32.112793
-6.070220,31.791134
-5.894326,31.474916
-5.725104,31.164066
-5.562445,30.858477
-5.406244,30.558084
-5.256392,30.262787
-5.112779,29.972496
-4.975300,29.687130
-4.843847,29.406599
-4.718311,29.130812
-4.598586,28.859684
-4.484562,28.593128
-4.376133,28.331055
-4.273190,28.073376
-4.175626,27.820000
-4.083334,27.570845
-3.996206,27.325821
-3.914133,27.084839
-3.837007,26.847813
-3.764723,26.614655
-3.697171,26.385275
-3.634244,26.159586
-3.575834,25.937500
-3.521833,25.718929
-3.472134,25.503792
-3.426629,25.291988
-3.385210,25.083439
-3.347769,24.878054
-3.314199,24.675747
-3.284392,24.476425
-3.258240,24.280003
-3.235636,24.086397
-3.216472,23.895514
-3.200639,23.707266
-3.188031,23.521568
-3.178540,23.338329
-3.172057,23.157467
-3.168475,22.978884
-3.167687,22.802502
-3.169584,22.628231
-3.174059,22.455980
-3.181005,22.285666
-3.190312,22.117191
-3.201875,21.950478
-3.215584,21.785435
-3.231333,21.621973
-3.249013,21.460007
-3.268517,21.299444
-3.289737,21.140202
-3.312565,20.982189
-3.336894,20.825319
-3.362615,20.669502
-3.389622,20.514656
-3.417806,20.360683
-3.447059,20.207506
-3.477274,20.055031
-3.508344,19.903172
-3.540160,19.751837
-3.572615,19.600945
-3.605600,19.450403
-3.639009,19.300125
-3.672733,19.150021
-3.706666,19.000008
-3.740715,18.849895
-3.774862,18.699108
-3.809104,18.546970
-3.843439,18.392809
-3.877863,18.235945
-3.912375,18.075710
-3.946972,17.911423
-3.981652,17.742411
-4.016411,17.567999
-4.051249,17.387512
-4.086160,17.200274
-4.121145,17.005611
-4.156199,16.802851
-4.191322,16.591314
-4.226509,16.370329
-4.261758,16.139215
-4.297068,15.897304
-4.332435,15.643916
-4.367857,15.378381
-4.403331,15.100019
-4.438920,14.808397
